taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
78968896,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus macrocalyx,Hickel &amp; A.Camus,,,,LC,
78968929,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus mcvaughii,Spellenb.,,,,NT,
78969156,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus magnoliifolia,Née,,,,LC,
78969610,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus merrillii,Seemen,,,,VU,
78969641,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus mexicana,Bonpl.,,,,LC,
78969684,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus miyagii,Koidz.,,,,LC,
78969693,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus monimotricha,(Hand.-Mazz.) Hand.-Mazz.,,,,LC,
78969735,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus morii,Hayata,,,,LC,
78969777,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus motuoensis,C.C.Huang,,,,CR,
78969795,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus ningangensis,(W.C.Cheng &amp; Y.C.Hsu) C.C.Huang,,,,DD,
78969853,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus nivea,King,,,,EN,
78969903,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus oblongifolia,Torr.,,,,LC,Mexican Blue Oak
78970371,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus oidocarpa,Korth.,,,,NT,
78970386,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus opaca,Trel.,,,,DD,
78970739,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus oxyphylla,(E.H.Wilson) Hand.-Mazz.,,,,NT,
78970777,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pachyloma,Seemen,,,,LC,
78970940,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus palmeri,Engelm.,,,,NT,Palmer Oak
78971025,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pentacycla,Y.T.Chang,,,,DD,
78971046,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus petelotii,A.Camus,,,,EN,
78971108,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus phanera,Chun,,,,EN,
78971117,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pinnativenulosa,C.H.Müll.,,,,NT,
78971194,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus poilanei,Hickel &amp; A.Camus,,,,LC,
78971269,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus potosina,Trel.,,,,LC,
78971334,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pringlei,Seemen ex Loes.,,,,LC,
78971369,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pseudoverticillata,Soepadmo,,,,CR,
78972170,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus pyrenaica,Willd.,,,,LC,Pyrenean Oak
78972195,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus quangtriensis,Hickel &amp; A.Camus,,,,VU,
78972204,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus rehderiana,Hand.-Mazz.,,,,LC,
78972216,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus rekonis,Trel.,,,,DD,
78972227,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus resinosa,Liebm.,,,,LC,
78972238,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus rotundifolia,Lam.,,,,LC,Holm Oak
78972285,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus runcinatifolia,Trel. &amp; C.H.Müll.,,,,EN,
78972385,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus rupestris,Hickel &amp; A.Camus,,,,EN,
78972401,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus sadleriana,R.Br.ter.,,,,NT,Sadler's Oak
78972471,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus salicifolia,Née,,,,LC,
78974064,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,Hyloxalus,Hyloxalus bocagei,"Jiménez de la Espada, 1870",,,,VU,Bocage's Rocket Frog
78975320,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus salicina,Blume,,,,LC,
78976572,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus schottkyana,Rehder &amp; E.H.Wilson,,,,LC,
78976599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus scytophylla,Liebm.,,,,LC,
78976614,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus senescens,Hand.-Mazz.,,,,LC,
78976635,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus serrata,Murray,,,,LC,
78976770,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus setulosa,Hickel &amp; A.Camus,,,,LC,
78976811,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus sideroxyla,Bonpl.,,,,LC,
78976934,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus steenisii,Soepadmo,,,,EN,
78976949,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus stenophylloides,Hayata,,,,LC,
78977021,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus stewardiana,A.Camus,,,,LC,
78977078,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus subsericea,A.Camus,,,,NT,
78977116,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus sumatrana,Soepadmo,,,,NT,
78977144,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus tarahumara,"Spellenb., J.D.Bacon &amp; Breedlove",,,,LC,
78977167,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus thomsoniana,A.DC.,,,,CR,
78977211,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus tiaoloshanica,Chun &amp; W.C.Ko,,,,EN,
78977721,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus tomentosinervis,(Y.C.Hsu &amp; H.Wei Jen) C.C.Huang,,,,CR,
78977779,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus treubiana,Seemen,,,,VU,
78978295,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus trojana,Webb,,,,LC,Macedonian Oak
78978451,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus tuberculata,Liebm.,,,,LC,
78978516,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus tungmaiensis,Y.T.Chang,,,,EN,
78978554,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus urbani,Trel.,,,,LC,
78978713,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus utilis,Hu &amp; W.C.Cheng,,,,EN,
78978851,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus vacciniifolia,Kellogg,,,,LC,Huckleberry Oak
79000951,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Arphax,Arphax brunneus,"(Gray, 1833)",,,,DD,Brown Arphax Stick-insect
79001012,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Arphax,Arphax dolomedes,"(Westwood, 1859)",,,,LC,Crafty Arphax Stick-insect
79001136,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Arphax,Arphax michaelseni,"Werner, 1912",,,,DD,Michaelsen's Arphax Stick-insect
79001178,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Arphax,Arphax signatus,"Brunner von Wattenwyl, 1907",,,,LC,Striped Arphax Stick-insect
79001226,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Cigarrophasma,Cigarrophasma tessellatum,"Brock &amp; Hasenpusch, 2001",,,,NT,Cigar Stick-insect
79002185,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Ctenomorpha,Ctenomorpha gargantua,"Hasenpusch &amp; Brock, 2006",,,,NT,Gargantuan Stick-insect
79002758,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Ctenomorpha,Ctenomorpha marginipennis,"Gray, 1833",,,,LC,Margined-winged Stick-insect
79003236,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Echetlus,Echetlus peristhenes,"(Westwood, 1859)",,,,LC,Western Australia Slender Stick-insect
79003367,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Eurycnema,Eurycnema goliath,"(Gray, 1834)",,,,LC,Goliath Stick-insect
79003530,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Eurycnema,Eurycnema osiris,"(Gray, 1834)",,,,LC,Darwin Stick-insect
79003644,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Onchestus,Onchestus gorgus,"(Westwood, 1859)",,,,LC,Gorgon Stick-insect
79004203,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Onchestus,Onchestus rentzi,"Brock &amp; Hasenpusch, 2006",,,,LC,Rentz's Stick-insect
79005210,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Paractenomorpha,Paractenomorpha baehri,"Hennemann &amp; Conle, 2004",,,,LC,Baehr's Stick-insect
79005295,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus verde,C.H.Müll.,,,,DD,
79005393,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus viminea,Trel.,,,,LC,Mexican Willow Oak
79005435,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus yonganensis,L.K.Ling &amp; C.C.Huang,,,,DD,
79005465,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,FAGACEAE,Quercus,Quercus fuliginosa,Chun &amp; W.C.Ko,,,,DD,
79005699,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Paronchestus,Paronchestus charon,"Redtenbacher, 1908",,,,DD,Spiky-thorax Stick-insect
79005749,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Paronchestus,Paronchestus cornutus,"(Tepper, 1905)",,,,LC,Horned Stick-insect
79006221,ANIMALIA,ARTHROPODA,INSECTA,PHASMIDA,PHASMATIDAE,Paronchestus,Paronchestus pasimachus,"(Westwood, 1859)",,,,LC,Slender-dark Stick-insect
79008285,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,Fernandoa,Fernandoa madagascariensis,(Baker) A.H.Gentry,,,,LC,
79008359,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,BURSERACEAE,Canarium,Canarium madagascariense,Engl.,,,,EN,
79008374,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES,CANELLACEAE,Cinnamosma,Cinnamosma madagascariensis,Danguy,,,,LC,
79008414,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,ELAEOCARPACEAE,Elaeocarpus,Elaeocarpus capuronii,Tirel,,,,LC,
79008545,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,Suregada,Suregada boiviniana,Baill.,,,,LC,
79011365,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Ocotea,Ocotea grayi,van der Werff,,,,LC,
79011543,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,Ocotea,Ocotea racemosa,(Danguy) Kosterm.,,,,NT,
79058140,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,Ampalis,Ampalis dimepate,(Bureau) E.M.Gardner,,,,LC,
79058883,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Eugenia,Eugenia cloiselii,H.Perrier,,,,EN,
79059692,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,Syzygium,Syzygium emirnense,(Baker) Labat &amp; Schatz,,,,LC,
79060192,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PEDALIACEAE,Uncarina,Uncarina abbreviata,(Baill.) Ihlenf. &amp; Straka,,,,LC,
79060240,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PEDALIACEAE,Uncarina,Uncarina decaryi,Humbert ex Ihlenf.,,,,LC,
79060356,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,PEDALIACEAE,Uncarina,Uncarina stellulifera,Humbert,,,,NT,
79060443,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PICRODENDRACEAE,Stachyandra,Stachyandra merana,(Airy Shaw) J.-F.Leroy ex Radcl.-Sm.,,,,EN,
79060952,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,PITTOSPORACEAE,Pittosporum,Pittosporum verticillatum,Bojer,,,,LC,
79062312,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,Capurodendron,Capurodendron nodosum,Aubrév.,,,,VU,
79062435,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VITALES,VITACEAE,Cyphostemma,Cyphostemma laza,Desc.,,,,NT,
79062447,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe capitata,Baker,,,,LC,
79062498,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe deltoideodonta,Baker,,,,LC,
79062553,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe guillaumetii,Cremers,,,,CR,
79062692,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe humbertii,H.Perrier,,,,LC,
79062802,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe imalotensis,Reynolds,,,,NT,
79062829,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe macroclada,Baker,,,,LC,
79062970,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe cipolinicola,(H.Perrier) J.-B.Castillon &amp; J.-P.Castillon,,,,NT,
79063016,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ASPHODELACEAE,Aloe,Aloe gneissicola,(H.Perrier) J.-B.Castillon &amp; J.-P.Castillon,,,,VU,
79075007,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius amakusaensis,"Nishikawa &amp; Matsui, 2014",,,,CR,
79075043,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius osumiensis,"Nishikawa &amp; Matsui, 2014",,,,EN,Osumi Salamander
79075070,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius shinichisatoi,"Nishikawa &amp; Matsui, 2014",,,,EN,Sobo Salamander
79075214,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,HYNOBIIDAE,Hynobius,Hynobius boulengeri,"(Thompson, 1912)",,,,EN,Odaigahara Salamander
79075338,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Hypselotriton,Hypselotriton fudingensis,"(Wu, Wang, Jiang &amp; Hanken, 2010)",,,,CR,Fuding Fire-bellied Newt
79075394,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana aguilari,"(Lehr, Faivovich &amp; Jungfer, 2010)",,,,LC,
79075487,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana alfaroi,"(Caminer &amp; Ron, 2014)",,,,LC,Alfaro's Treefrog
79075677,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana almendarizae,"(Caminer &amp; Ron, 2014)",,,,NT,Almendariz's Treefrog
79075972,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana polytaenia,"(Cope, 1870)",,,,LC,Cope's Eastern Paraguay Treefrog
79076001,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana maculateralis,"(Caminer &amp; Ron, 2014)",,,,LC,Stained Treefrog
79076012,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYLIDAE,Boana,Boana tetete,"(Caminer &amp; Ron, 2014)",,,,LC,Tetete's Treefrog
79076052,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,Ichthyophis multicolor,"Wilkinson, Presswell, Sherratt, Papdopoulou &amp; Gower, 2014",,,,DD,Colourful Ichthyophis
79076105,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,ICHTHYOPHIIDAE,Ichthyophis,Ichthyophis pauli,"Nishikawa, Matsui, Sudin &amp; Wong, 2013",,,,LC,
79076120,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIXALIDAE,Indirana,Indirana chiravasi,"Padhye, Modak &amp; Dahanukar, 2014",,,,LC,Amboli Leaping Frog
79076151,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Kalophrynus,Kalophrynus barioensis,"Matsui &amp; Nishikawa, 2011",,,,DD,Bario Sticky Frog
79076234,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,Leptobrachium kantonishikawai,"Hamidy &amp; Matsui, 2014",,,,CR,
79076344,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachium,Leptobrachium abbotti,"(Cochran, 1926)",,,,LC,Abbott’s Litter Frog
79076429,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,Leptobrachella fritinniens,"(Dehling &amp; Matsui, 2013)",,,,DD,Twittering Litter Frog
79076469,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,Leptobrachella sabahmontana,"(Matsui, Nishikawa &amp; Yambun, 2014)",,,,EN,
79076602,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,Leptobrachella dringi,"(Dubois, 1987)",,,,LC,Dring's Asian Toad
79076712,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,Leptobrachella platycephala,"(Dehling, 2012)",,,,DD,White-headed Litter Frog
79076955,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Leptobrachella,Leptobrachella gracilis,"(Günther, 1872)",,,,LC,Slender Litter Frog
79077060,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DICROGLOSSIDAE,Limnonectes,Limnonectes larvaepartus,"Iskandar, Evans &amp; McGuire, 2014",,,,LC,
79077482,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,Lissotriton graecus,"(Wolterstorff, 1906)",,,,LC,Greek Smooth Newt
79077589,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,Lissotriton kosswigi,"(Freytag, 1955)",,,,VU,Kosswig's Smooth Newt
79078647,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,Lissotriton vulgaris,"(Linnaeus, 1758)",,,,LC,Smooth Newt
79079357,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,Lissotriton maltzani,"(Boettger, 1879)",,,,LC,Portuguese Smooth Newt
79079411,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,SALAMANDRIDAE,Lissotriton,Lissotriton boscai,"(Lataste, 1879)",,,,LC,Bosca's Newt
79079709,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,Lithobates kauffeldi,"(Feinberg, Newman, Watkins-Colwell, Schlesinger, Zarate, Curry, Shaffer &amp; Burger, 2014)",,,,LC,Atlantic Coast Leopard Frog
79079800,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Lithobates,Lithobates pipiens,"(Schreber, 1782)",,,,LC,Northern Leopard Frog
79080028,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,Mannophryne vulcano,"Barrio-Amorós, Santos &amp; Molina, 2010",,,,NT,Caracas Collared Frog
79080275,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,AROMOBATIDAE,Mannophryne,Mannophryne herminae,"(Boettger, 1893)",,,,NT,Hermina's Poison Frog
79080640,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,Megophrys ancrae,"Mahony, Teeling &amp; Biju, 2013",,,,DD,Namdapha Horned Toadfrog
79080668,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MEGOPHRYIDAE,Megophrys,Megophrys oropedion,"Mahony, Teeling &amp; Biju, 2013",,,,EN,Shyllong Horned Toad
79087660,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,Phaseolus,Phaseolus acutifolius,A.Gray,,,,LC,
79095367,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RHACOPHORIDAE,Mercurana,Mercurana myristicapalustris,"Abraham, Pyron, Ansil, Zachariah &amp; Zachariah, 2013",,,,EN,Myristica Lowland Tree Frog
79095598,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys dyscritus,"Shimada, Matsui, Yambun &amp; Sudin, 2011",,,,LC,
79096095,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys amoropalamus,"(Matsui, 1986)",,,,LC,Mountain Borneo Frog
79096177,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys maryatiae,"Matsui, Shimada &amp; Sudin, 2010",,,,LC,Maryati’s Torrent Frog
79096218,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys stenocephalus,"Shimada, Matsui, Yambun &amp; Sudin, 2011",,,,NT,Narrow-headed Torrent Frog
79096248,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys stigmachilus,"Shimada, Matsui, Yambun &amp; Sudin, 2011",,,,NT,
79096537,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Meristogenys,Meristogenys whiteheadi,"(Boulenger, 1887)",,,,LC,Whitehead's Borneo Frog
79096936,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,SIPHONOPIDAE,Microcaecilia,Microcaecilia marvaleewakeae,"Maciel &amp; Hoogmoed, 2013 ",,,,LC,
79097297,ANIMALIA,CHORDATA,AMPHIBIA,GYMNOPHIONA,SIPHONOPIDAE,Microcaecilia,Microcaecilia taylori,"Nussbaum &amp; Hoogmoed, 1979",,,,LC,Tiny Taylor's Caecilian
79097534,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,Microhyla mukhlesuri,"Hasan, Islam, Kuramoto, Kurabayashi &amp; Sumida, 2014",,,,LC,Mukhlesur's Narrow-mouthed Frog
79097757,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,Microhyla mymensinghensis,"Hasan, Islam, Kuramoto, Kurabayashi &amp; Sumida, 2014",,,,LC,Mymensingh Narrow-mouthed Frog
79098032,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,Microhyla ornata,"(Duméril &amp; Bibron, 1841)",,,,LC,Ant Frog
79098509,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,Microhyla orientalis,"Matsui, Hamidy &amp; Eto, 2013",,,,VU,
79098776,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,Microhyla,Microhyla achatina,"Tschudi, 1838",,,,LC,Javan Chorus Frog
